0.843718	0.204474
0.793413	0.245903
0.784658	0.262285
0.763109	0.274798
0.594170	0.337835
0.695068	0.300483
0.727277	0.285207
0.781232	0.256609
0.844671	0.201767
0.816063	0.229673
0.811772	0.235617
0.763923	0.259486
0.763232	0.270424
0.779550	0.260404
0.753018	0.281092
0.677922	0.289796
0.795585	0.241444
0.788317	0.253721
0.705196	0.284650
0.745989	0.286576
0.784010	0.251059
0.775117	0.261802
0.758572	0.277296
0.692540	0.291732
0.750626	0.279546
0.770423	0.260676
0.789649	0.252405
0.745991	0.267216
0.812048	0.230388
0.762044	0.274414
0.755764	0.276572
0.820974	0.221172
0.698624	0.294333
0.798613	0.246589
0.711842	0.295493
0.823580	0.227802
0.843489	0.195196
0.801081	0.239044
0.804921	0.238413
0.773918	0.266973
0.743893	0.284931
0.673234	0.297128
0.815502	0.223275
0.859518	0.195412
0.847063	0.191896
0.713126	0.291922
0.742711	0.274404
0.769489	0.263771
0.788357	0.251519
0.770797	0.263607
0.731697	0.267522
0.825968	0.213256
0.766463	0.267225
0.735273	0.284831
0.726018	0.288231
0.810613	0.231550
0.777973	0.264072
0.699215	0.296852
0.656670	0.293701
0.740935	0.294927
0.747340	0.289646
0.913055	0.129232
0.728625	0.280270
0.802932	0.235619
0.758086	0.267766
0.804839	0.249904
0.766401	0.268624
0.780431	0.259842
0.773690	0.266462
0.664326	0.295041
0.806773	0.242151
0.864364	0.186501
0.794950	0.244613
0.721767	0.294100
0.801428	0.244063
0.747477	0.284558
0.670737	0.295137
0.725568	0.284776
0.759530	0.264306
0.710050	0.300415
0.804805	0.222136
0.820309	0.216803
0.766292	0.254278
0.698020	0.296984
0.798648	0.237849
0.781554	0.256414
0.585495	0.341652
0.772556	0.263138
0.752329	0.282702
0.767358	0.264877
0.776209	0.262292
0.715869	0.292325
0.746343	0.280108
0.694043	0.302265
0.766989	0.270934
0.677952	0.303946
0.764998	0.264812
0.702541	0.289408
0.798517	0.245854
0.692417	0.302397
0.762944	0.277194
0.702406	0.299123
0.610552	0.330604
0.740280	0.278695
0.832025	0.219309
0.806968	0.236372
0.773065	0.272796
0.797029	0.240116
0.771075	0.269062
0.794341	0.253039
0.820601	0.222707
0.836434	0.210100
0.823987	0.221248
0.704117	0.299556
0.714200	0.305614
0.852858	0.188963
0.783023	0.250940
0.732232	0.273131
0.765005	0.255411
0.830172	0.211109
0.854786	0.196754
0.677526	0.312270
0.773724	0.255789
0.739199	0.288570
0.538735	0.340658
0.787113	0.257509
0.748880	0.274024
0.781438	0.254083
0.595192	0.304746
0.804762	0.242100
0.733563	0.288580
0.799622	0.238171
0.743848	0.272348
0.778638	0.251563
0.763564	0.271979
0.788476	0.247023
0.719513	0.287154
0.709779	0.300834
0.750955	0.282803
0.719240	0.287548
0.746168	0.265077
0.703668	0.305632
0.839396	0.204601
0.786265	0.246493
0.829331	0.218589
0.773682	0.263791
0.774034	0.252062
0.806187	0.237647
0.807643	0.244302
0.797651	0.237354
0.760999	0.268420
0.778229	0.255184
0.799945	0.239828
0.795121	0.252862
0.776282	0.268870
0.784628	0.244442
0.748042	0.269646
0.721547	0.274750
0.784569	0.262032
0.771699	0.262286
0.778078	0.259423
0.773677	0.264856
0.789094	0.248459
0.785770	0.258044
0.780743	0.260657
0.769734	0.261681
0.798399	0.250110
0.714876	0.296349
0.753484	0.273474
0.782318	0.260496
0.755432	0.266506
0.742564	0.287546
0.759277	0.276437
0.755430	0.267745
0.740006	0.278474
0.710049	0.284599
0.793557	0.245633
0.733875	0.291857
0.759113	0.275189
0.762593	0.271127
0.758645	0.272244
0.782104	0.257291
0.800099	0.242603
0.531599	0.312509
0.786560	0.260003
0.784044	0.254930
0.725087	0.286667
0.800770	0.244381
0.736704	0.289731
0.673592	0.305451
0.762024	0.269964
0.772403	0.263659
0.781732	0.254195
0.661980	0.317280
0.785947	0.253000
0.687825	0.304434
0.792571	0.248483
0.712176	0.297699
0.764463	0.257537
0.784650	0.250807
0.727251	0.283739
0.805949	0.244515
0.710283	0.292640
0.772918	0.261721
0.769827	0.260958
0.720566	0.293004
0.838737	0.210246
0.730307	0.287378
0.797002	0.249584
0.724131	0.277414
0.752503	0.261078
0.771353	0.261621
0.732905	0.285582
0.784556	0.255415
0.797958	0.244039
0.634857	0.269579
0.738618	0.275005
0.825572	0.206213
0.721784	0.294968
0.802288	0.214714
0.774210	0.253064
0.825119	0.218428
0.744414	0.278643
0.732243	0.281269
0.769422	0.253765
0.811499	0.237055
0.707935	0.294100
0.714948	0.280440
0.766805	0.260130
0.852966	0.195527
0.788919	0.258621
0.739516	0.273588
0.779979	0.264422
0.754436	0.280871
0.778791	0.261618
0.769634	0.271181
0.767460	0.266271
0.748271	0.281041
0.765296	0.275479
0.748925	0.282700
0.763654	0.267647
0.779072	0.262846
0.765633	0.271069
0.794647	0.242167
0.768369	0.260767
0.809816	0.241533
0.829131	0.213205
0.735727	0.291758
0.776380	0.264631
0.745735	0.281311
0.785578	0.253990
0.808817	0.236875
0.729504	0.291420
0.771571	0.264836
0.728862	0.301306
0.771833	0.262695
0.783346	0.261158
0.857787	0.194061
0.726498	0.293233
0.756633	0.277489
0.757734	0.272767
0.808762	0.221975
0.753703	0.281121
0.749262	0.283131
0.759503	0.282941
0.786836	0.256447
0.783143	0.255741
0.795963	0.249123
0.759887	0.274739
0.783133	0.261987
0.801038	0.249489
0.756302	0.282300
0.779164	0.268057
0.805315	0.246896
0.756515	0.278677
0.805517	0.245784
0.727238	0.279804
0.744865	0.287005
0.783253	0.272274
0.798650	0.248440
0.789505	0.258531
0.859305	0.194670
0.744003	0.285202
0.786636	0.256739
0.759938	0.281553
0.801031	0.248516
0.790156	0.253543
0.737856	0.291636
0.749682	0.283235
0.789767	0.239572
0.808315	0.244579
0.760903	0.278836
0.804345	0.245679
0.757153	0.285499
0.826553	0.221378
0.771064	0.269086
0.773971	0.268001
0.773502	0.269177
0.748696	0.287016
0.737294	0.280105
0.768926	0.261908
0.647772	0.288523
0.753315	0.269423
0.795302	0.241593
0.704294	0.292183
0.758368	0.278805
0.760946	0.269619
0.749823	0.277771
0.781914	0.253268
0.745834	0.280825
0.713909	0.285374
0.776705	0.259649
0.818737	0.234814
0.796183	0.243086
0.767163	0.268659
0.778928	0.254874
0.773879	0.264204
0.858391	0.199717
0.804606	0.246958
0.846495	0.203763
0.774054	0.256393
0.741700	0.278783
0.778391	0.263027
0.928051	0.103233
0.833302	0.211255
0.835503	0.209431
0.865384	0.171221
0.818125	0.238431
0.913108	0.120192
0.827413	0.217065
0.776881	0.248737
0.906773	0.128276
0.823973	0.215072
0.814119	0.229616
0.753255	0.268060
0.715944	0.289328
0.666267	0.308165
0.821291	0.209039
0.824002	0.229007
0.745866	0.280853
0.825469	0.224351
0.857210	0.191823
0.770407	0.262996
0.810993	0.219964
0.835494	0.216100
0.852323	0.200853
0.811983	0.228478
0.792037	0.253856
0.697794	0.298499
0.740413	0.277164
0.814169	0.232071
0.812244	0.239076
0.679550	0.320696
0.767053	0.264017
0.370936	0.279596
0.787028	0.255299
0.742513	0.279288
0.748757	0.280203
0.789677	0.253532
0.798512	0.245003
0.804160	0.240519
0.774316	0.262898
0.787009	0.256637
0.808307	0.241497
