0.548414	0.325579
0.472814	0.304891
0.530537	0.315389
0.542010	0.315118
0.539565	0.324111
0.692385	0.298108
0.598009	0.329830
0.410402	0.286986
0.606257	0.319938
0.469146	0.298986
0.604084	0.305362
0.594339	0.329525
0.516434	0.311608
0.419525	0.284074
0.528953	0.322452
0.543618	0.329337
0.433646	0.309648
0.587290	0.326854
0.635747	0.321068
0.529909	0.311396
0.589392	0.329121
0.593143	0.308355
0.580863	0.323560
0.426671	0.301334
0.629347	0.316188
0.557912	0.308925
0.592777	0.319487
0.548801	0.318723
0.608679	0.291750
0.592313	0.327434
0.579063	0.322113
0.592153	0.318069
0.606612	0.327457
0.462443	0.304450
0.572786	0.319066
0.520414	0.318381
0.493757	0.313663
0.418179	0.292252
0.476083	0.305612
0.489971	0.314607
0.470316	0.306781
0.412552	0.285809
0.475875	0.304667
0.359058	0.269165
0.506021	0.319194
0.544343	0.329957
0.583325	0.326459
0.399396	0.288127
0.494708	0.309727
0.518692	0.314191
0.533921	0.323131
0.532345	0.320620
0.595001	0.325083
0.678045	0.323523
0.492728	0.308094
0.535400	0.313640
0.453334	0.302062
0.505869	0.319345
0.520007	0.319595
0.549125	0.315261
0.526015	0.324130
0.625827	0.309999
0.577239	0.329445
0.404105	0.281601
0.423967	0.282299
0.532477	0.322056
0.618919	0.330436
0.598213	0.317350
0.442700	0.289403
0.595325	0.297020
0.524724	0.322072
0.598378	0.326789
0.696157	0.282636
0.513890	0.336357
0.655077	0.318975
0.538683	0.311390
0.565891	0.323363
0.637365	0.306804
0.577974	0.323258
0.442428	0.307126
0.723504	0.284033
0.571028	0.324287
0.620625	0.328276
0.636880	0.295911
0.483319	0.304921
0.605636	0.313971
0.507617	0.300656
0.570387	0.325643
0.556383	0.301392
0.448658	0.303296
0.649230	0.324556
0.562340	0.318704
0.479335	0.306333
0.395111	0.284049
0.491221	0.309386
0.465010	0.307784
0.459500	0.299540
0.493213	0.306182
0.360977	0.270896
0.601163	0.297359
0.469186	0.309595
0.508026	0.323477
0.562393	0.325761
0.518419	0.307587
0.396127	0.286806
0.514053	0.310435
0.504027	0.312946
0.510691	0.322891
0.718939	0.269664
0.537418	0.319669
0.637707	0.329660
0.468919	0.304239
0.465293	0.303187
0.502835	0.317651
0.571691	0.326787
0.702354	0.290598
0.576848	0.328804
0.379519	0.272187
0.443305	0.299666
0.461771	0.302748
0.611673	0.304547
0.586019	0.330017
0.587090	0.328484
0.492956	0.316919
0.502888	0.314914
0.415665	0.307135
0.510757	0.319004
0.639874	0.315753
0.521573	0.314985
0.592096	0.327445
0.595153	0.306645
0.605830	0.325860
0.634775	0.319296
0.725251	0.273165
0.567262	0.322877
0.506155	0.314341
0.433612	0.301861
0.494085	0.308442
0.548943	0.318678
0.581675	0.327430
0.457460	0.305733
0.564134	0.310846
0.480406	0.313708
0.570018	0.300569
0.626963	0.313564
0.480556	0.313216
0.424145	0.297216
0.484577	0.304320
0.498181	0.316534
0.450293	0.300962
0.477296	0.311562
0.361291	0.270589
0.506921	0.319704
0.577891	0.299524
0.505053	0.323865
0.480458	0.305864
0.497888	0.312649
0.449617	0.313570
0.502218	0.312520
0.573767	0.325825
0.495356	0.318291
0.474479	0.300926
0.543106	0.314178
0.524513	0.310316
0.678383	0.326005
0.563653	0.312963
0.550833	0.327014
0.555959	0.313948
0.665425	0.302325
0.611774	0.332822
0.409245	0.282908
